vendor_id,passenger_count,store_and_fwd_flag,pickup_hour,pickup_day_of_week,pickup_month,is_weekend,distance_km
1,2,N,14,6,4,1,6.118490883833757
2,1,N,12,2,3,0,1.4357881846251843
2,1,N,13,1,4,0,4.194526715539396
1,3,N,13,6,2,1,3.7529293630632736
2,1,N,11,2,4,0,0.9217100237997172
1,1,N,20,3,1,0,5.701682571722844
2,1,N,9,0,4,0,13.3818417170416
2,1,N,22,6,1,1,1.7514499120060585
1,1,N,12,4,3,0,0.6300066573815671
2,1,N,11,0,2,0,5.224321045169746
2,2,N,0,1,3,0,0.7106556343938726
2,2,N,18,1,2,0,4.475462351575558
1,1,N,0,5,1,1,1.5791248238356903
2,2,N,18,6,5,1,21.502647477764377
1,1,N,7,4,2,0,1.1476408071538298
1,1,N,7,5,5,1,1.4270102274666048
2,1,N,10,4,5,0,8.788888208700447
1,1,N,15,0,4,0,3.4431646277728625
1,1,N,15,1,2,0,2.492331217738243
2,1,N,10,4,1,0,1.539898063466088
1,1,N,13,4,2,0,3.792142154492775
2,1,N,17,1,1,0,3.890447312337468
1,1,N,15,4,1,0,10.128355786225631
2,1,N,9,0,3,0,1.081581397249656
2,1,N,22,2,1,0,1.2458283095032596
1,1,N,2,1,3,0,2.251766322209883
1,1,N,15,0,3,0,0.827547463073266
2,3,N,18,4,5,0,1.5138099069873336
2,2,N,23,6,5,1,5.710972367919391
2,1,N,13,2,4,0,1.0520243862392773
2,2,N,9,1,1,0,2.100802160337887
2,1,N,9,5,5,1,18.515971400545755
1,1,N,11,5,1,1,0.4735331734539689
1,1,N,8,3,1,0,2.8887188137372872
2,6,N,17,5,3,1,2.898276428448867
1,1,N,0,4,2,0,2.089975414999925
2,6,N,0,5,5,1,2.9808827695587583
1,1,N,0,2,4,0,1.5703458069028466
2,1,N,9,2,3,0,3.3684983442205425
1,1,N,2,4,1,0,2.064177855357673
2,6,N,1,0,5,0,6.169620261775739
1,1,N,23,6,1,1,0.8341077948925402
1,1,N,18,2,3,0,0.96046375242773
2,6,N,23,5,4,1,2.464721335039734
2,1,N,17,0,3,0,5.034912598105758
2,2,N,19,0,4,0,6.24813037202713
2,2,N,2,6,4,1,11.531063830111451
1,2,N,12,1,5,0,1.2013763702802422
2,5,N,3,5,5,1,2.1678176119011243
2,1,N,19,3,1,0,2.115095959464085
2,5,N,17,2,4,0,3.6798122558240314
1,1,N,14,2,3,0,2.7820970658912536
2,1,N,15,2,1,0,0.919287044070416
1,1,N,19,6,5,1,5.310642292454567
2,1,N,9,4,5,0,3.174450282768776
1,1,N,6,4,4,0,0.8013088022326685
1,1,N,23,2,2,0,3.4800809973646425
2,1,N,7,2,1,0,2.018061050239348
1,1,N,11,2,1,0,2.043586604451334
1,1,N,13,4,1,0,1.6141304438381625
2,1,N,12,5,5,1,0.9659552081014504
1,4,N,21,5,2,1,2.538719811237907
2,5,N,9,3,3,0,0.6865281098345598
2,1,N,11,2,4,0,1.9017031665770272
2,1,N,23,0,1,0,1.6780917943326965
2,1,N,19,4,1,0,2.5095553770055847
1,1,N,12,1,1,0,2.0248198350949886
1,1,N,20,0,1,0,0.8106876717050154
2,3,N,7,0,5,0,2.5934193518194086
2,1,N,20,0,5,0,15.481694204637195
2,1,N,4,6,4,1,3.653404975893397
1,2,N,17,6,3,1,2.109544549963269
2,1,N,11,5,4,1,3.025579257320528
2,5,N,23,2,1,0,1.0108779613171366
2,2,N,20,4,1,0,2.7859468268418
1,1,N,15,3,3,0,1.6388903490759268
2,1,N,9,0,4,0,0.7641370228155371
1,1,N,18,6,5,1,1.2772198925254228
1,1,N,13,2,1,0,1.165475402304223
1,1,N,20,6,4,1,0.7299415901641589
1,1,N,17,6,5,1,2.694196553494449
1,2,N,1,5,2,1,1.692008253168367
2,3,N,1,6,2,1,3.945654274044276
1,1,N,12,5,3,1,1.1006565676285365
2,1,N,21,4,1,0,4.701591717924965
2,1,N,21,5,5,1,6.069848532800785
2,5,N,2,5,5,1,3.2864089829905163
2,1,N,19,0,1,0,1.1629549397819396
2,1,N,11,2,3,0,0.6155946203045463
1,1,N,11,2,4,0,1.33818689271095
2,6,N,17,6,5,1,0.8660120603225242
1,1,N,19,2,5,0,3.659466592541594
2,1,N,8,6,2,1,3.7888146811453143
1,3,Y,8,0,5,0,3.7831799490554543
2,1,N,0,1,3,0,20.800102066933206
1,1,N,13,2,1,0,0.5247911314162983
1,1,N,21,2,3,0,4.6785750527839145
2,2,N,13,6,4,1,3.0875834299730056
2,2,N,19,5,1,1,2.95155943674101
1,1,N,8,2,3,0,2.9392755538428235
2,1,N,19,3,2,0,2.8957639530576054
2,1,N,8,1,4,0,2.485441938721741
2,3,N,18,4,2,0,1.304462356800907
1,2,N,9,2,4,0,5.341854271682295
1,1,N,19,3,2,0,0.7391729393857887
2,1,N,19,5,3,1,1.5349635435987152
1,2,N,16,0,3,0,1.6220217214115078
2,1,N,16,1,4,0,2.028507778920753
1,1,N,18,4,2,0,1.57190438080609
2,1,N,16,5,2,1,16.340060393694255
2,1,N,12,0,3,0,2.480180147537088
2,5,N,19,6,2,1,6.97619173973809
2,1,N,14,2,5,0,3.0563337764410248
1,1,N,19,4,1,0,4.008436585735085
1,1,N,19,1,2,0,4.925867613127433
2,1,N,18,5,1,1,4.904574309082008
2,1,N,0,5,4,1,3.910023868716803
1,2,N,7,2,3,0,1.2232388921145094
1,1,N,5,3,4,0,6.7117953169948
1,1,N,9,0,4,0,2.57724938714562
1,1,N,23,1,4,0,9.36038331517309
1,1,N,21,5,1,1,0.7490441720894399
1,2,N,8,2,1,0,1.3169058054823994
2,1,N,7,2,5,0,2.921234417571925
2,1,N,16,4,5,0,9.525937441446462
2,5,N,14,4,3,0,1.1507147089192555
1,1,N,14,1,3,0,9.841023717581942
1,2,N,17,0,2,0,2.3386135848436944
2,5,N,1,5,3,1,1.059949253898647
2,1,N,22,2,5,0,0.0021208749122438
2,2,N,8,1,1,0,0.8226171421808798
1,1,N,18,4,2,0,18.77111394098375
2,1,N,9,5,4,1,3.284427580732324
2,3,N,2,6,5,1,1.5949012736940351
1,1,Y,0,6,4,1,1.6717777973587478
2,1,N,8,4,1,0,1.3510051331139232
2,5,N,9,1,1,0,0.912328170409032
2,1,N,12,0,1,0,1.499729006838777
1,1,N,7,2,3,0,1.46597965231604
2,1,N,20,2,3,0,2.008277319218352
2,1,N,19,2,1,0,2.688892079075565
2,2,N,23,3,4,0,3.588240848871285
1,2,N,22,5,4,1,9.512830602659566
2,3,N,23,2,3,0,3.7970887672672577
2,1,N,21,6,1,1,1.005777917132865
1,1,N,13,2,4,0,8.773089575525383
2,1,N,23,2,1,0,0.6608239202044681
2,6,N,0,6,2,1,0.8415411518638525
2,1,N,18,5,2,1,11.281291167806524
2,2,N,22,3,3,0,4.950204892710375
1,1,N,11,2,2,0,3.328459294219514
1,1,N,22,2,3,0,2.8375947987069274
1,2,N,8,5,4,1,10.378779844290614
2,1,N,2,4,2,0,4.30073014931252
1,2,N,10,2,3,0,8.34145473941487
1,1,N,15,1,5,0,6.22903261366935
2,1,N,12,3,2,0,5.048862895299611
1,1,N,16,2,1,0,1.770443879474675
2,1,N,15,2,4,0,6.32751148063591
1,1,N,20,2,4,0,1.4274316653394228
1,1,N,5,4,4,0,7.535809623586676
1,1,Y,20,0,1,0,12.81788471879255
1,1,N,8,3,2,0,1.8081402584989232
1,1,N,12,6,1,1,2.5224313486489884
2,1,N,22,5,3,1,3.575776488321115
2,2,N,15,3,4,0,1.3381919564342457
2,1,N,19,2,4,0,20.96250461668619
1,1,N,17,1,1,0,1.6559965364922395
1,1,N,21,1,5,0,3.1181874578461826
1,1,N,2,5,4,1,3.1233851956314367
2,1,N,14,4,4,0,0.7572133118729654
1,1,N,1,6,1,1,5.107497209387645
2,3,N,15,0,3,0,3.501515792433703
1,1,N,12,6,5,1,5.621428866207814
2,1,N,1,0,1,0,1.965049912171971
2,1,N,18,2,3,0,1.7501130594203025
2,1,N,15,6,1,1,1.00194428085633
2,1,N,19,4,3,0,1.8500742180969725
1,2,N,1,1,1,0,5.501736142972655
1,1,N,21,3,5,0,25.63267960879095
2,1,N,18,3,1,0,1.1972461425587344
1,1,N,1,2,5,0,0.964153490308206
1,1,N,10,4,2,0,1.57048418980827
1,1,N,3,5,5,1,9.54276717928666
2,1,N,22,5,5,1,4.69742048227291
2,4,N,8,3,5,0,1.1490315056138871
2,1,N,18,5,3,1,1.154900117247076
1,1,N,1,3,3,0,2.204878551131222
2,1,N,22,2,2,0,5.908417408034018
2,2,N,21,4,4,0,2.3715492551961197
2,1,N,6,3,2,0,2.2936313975181606
2,1,N,8,2,5,0,1.677898177729442
2,4,N,20,6,5,1,1.5166376614678714
1,1,N,22,4,3,0,1.8006334330083411
1,2,N,11,2,3,0,8.701051104874443
2,6,N,14,1,1,0,0.4951392139892928
1,3,N,0,4,4,0,1.3927995607406034
1,1,N,19,5,1,1,1.204802684888849
1,1,N,10,4,1,0,0.9994374244627138
1,1,N,14,1,5,0,0.7109612834660796
2,6,N,22,4,4,0,0.9954382132975552
1,1,N,12,2,1,0,1.2236916062437078
2,1,N,21,3,4,0,2.622563146500459
1,1,N,0,5,4,1,5.638683907392188
2,1,N,23,0,3,0,2.215280702275904
1,1,N,18,3,3,0,1.2685911697026038
1,1,N,8,2,1,0,4.055752605058103
1,1,N,18,0,5,0,0.6446847270736643
2,5,N,12,6,5,1,1.245437990365147
1,2,N,14,2,4,0,1.460050554798366
2,1,N,9,3,1,0,1.771227802577075
2,2,N,7,3,1,0,2.77716684632453
2,2,N,22,1,1,0,3.5058339263523988
1,2,N,12,5,2,1,1.27323280848718
2,1,N,23,5,3,1,0.8452856415329164
1,1,N,7,2,2,0,3.2810465401547906
1,1,N,23,0,2,0,9.09699312958318
1,1,N,21,0,3,0,7.094759064769362
1,2,N,16,1,3,0,0.8558893073820593
2,1,N,22,5,3,1,2.922178517985917
1,1,N,5,1,1,0,1.925972545157907
1,1,N,19,0,3,0,1.6777664209796714
2,1,N,0,3,3,0,3.600926979037772
2,1,N,6,3,3,0,5.885077110617395
1,1,N,10,1,3,0,1.42861769978898
2,1,N,21,0,2,0,2.713850012389518
1,1,N,14,3,2,0,0.6557527961325784
1,1,N,20,1,5,0,0.7999848501230539
2,2,N,12,5,2,1,1.7821035432410994
2,1,N,16,1,2,0,1.262954496163666
1,1,N,20,5,4,1,1.1780400617719848
1,1,N,9,4,3,0,7.056723539415038
2,1,N,20,1,5,0,1.1241853748812216
2,1,N,8,2,5,0,1.8800892983406987
2,1,N,22,4,4,0,7.250964213025012
1,2,N,0,6,5,1,0.4646006247845534
2,1,N,6,4,3,0,0.5473216711189763
2,1,N,12,6,4,1,3.4356699440883194
1,2,N,18,4,3,0,14.390093559382688
2,2,N,17,3,1,0,0.6784974967209689
2,1,N,13,6,5,1,9.639696255699276
2,1,N,0,4,5,0,1.1625879432121236
2,5,N,20,1,4,0,1.5356005327230648
2,5,N,23,3,2,0,3.0660696105017924
1,1,N,0,0,4,0,5.21400949849076
1,2,N,8,5,4,1,3.1510247800271727
2,1,N,17,2,3,0,2.3888369362673028
1,1,N,21,2,4,0,3.206081123583969
1,1,N,17,0,5,0,0.4200124513851852
2,1,N,18,3,1,0,1.2090234929204215
2,1,N,20,2,4,0,2.804897844824122
1,1,N,2,6,2,1,1.2377234078689
2,3,N,9,4,4,0,10.799033266952046
1,1,N,1,2,4,0,2.6308812003004145
1,1,N,9,5,4,1,0.4215240923463573
2,1,N,8,2,5,0,0.9974736806912716
1,1,N,18,4,4,0,1.2977635463025596
2,1,N,20,2,1,0,1.252992557873227
2,1,N,1,1,4,0,4.991836894514463
1,1,N,23,6,4,1,1.4356640599620396
2,1,N,22,2,4,0,2.4593266149103816
2,1,N,12,1,3,0,0.6081793995595347
2,1,N,8,4,4,0,3.34279022595754
1,2,N,0,4,1,0,1.529385148640554
1,1,N,13,2,5,0,0.7093406738081224
1,1,N,11,2,4,0,1.2130788130874302
1,1,N,20,4,3,0,2.020028714763321
1,1,N,8,3,5,0,1.8423921621599624
1,4,N,21,5,1,1,1.9227607002156244
2,2,N,7,6,3,1,2.642087397008229
1,1,N,8,4,5,0,1.6040522967681017
2,1,N,22,6,3,1,1.67057121838738
1,1,N,20,1,3,0,5.6179369758037945
2,1,N,23,4,1,0,3.6028058361916453
1,1,N,21,5,1,1,3.464739381770226
2,1,N,12,4,1,0,0.5074187570636278
2,5,N,15,4,3,0,0.9169959895942782
1,2,N,10,0,3,0,0.4184679409237164
2,2,N,15,0,4,0,1.524908242349527
1,1,N,9,1,3,0,1.454127446097823
1,2,N,12,2,4,0,2.0000429234405943
2,1,N,7,2,2,0,3.2087938452445965
1,1,N,3,4,1,0,1.6416719521759888
1,1,N,20,2,2,0,2.1154460570265785
1,2,N,12,0,2,0,2.1256307003492667
2,5,N,16,0,5,0,2.2327426855653214
2,1,N,6,1,2,0,1.0807986199743724
2,5,N,16,5,5,1,0.8663760649217107
2,1,N,17,4,2,0,2.6879967003275875
1,1,N,19,6,4,1,1.0579660274489175
2,1,N,19,0,2,0,6.417712448814405
1,1,N,15,4,5,0,0.6969406789197943
2,1,N,18,6,2,1,2.5170839328943537
2,1,N,11,2,5,0,2.848571196111443
1,1,N,15,3,4,0,7.423006090064502
1,1,N,21,6,5,1,1.468268748211234
2,1,N,14,4,5,0,1.532204670918817
2,6,N,7,0,5,0,0.9164465286339004
1,1,N,9,3,4,0,2.5006806673902746
2,1,N,13,0,2,0,4.8896129397567245
2,1,N,4,3,4,0,4.345276940577707
2,5,N,16,4,1,0,0.7611076129626636
2,1,N,23,1,2,0,7.364883336378779
2,1,N,7,3,1,0,3.2748408877273296
2,6,N,20,5,4,1,3.0178349049574
1,2,N,18,5,2,1,12.904374400991417
1,2,N,18,3,3,0,0.0271548082545389
2,1,N,20,0,3,0,9.882964359125678
1,1,N,9,4,2,0,0.7399146568531075
1,1,N,20,0,5,0,2.677635296736083
1,1,N,10,2,2,0,1.4877450452884105
1,1,N,3,2,4,0,3.046787620281126
1,1,N,18,4,5,0,3.214259078430209
1,1,N,21,0,2,0,4.423427350348385
2,1,N,11,5,3,1,0.8388861031765434
1,1,N,19,0,2,0,1.849982787495116
2,2,N,0,1,2,0,6.5606960553748985
2,6,N,17,2,5,0,3.7582618304417337
2,5,N,21,6,4,1,1.2114907465253533
2,2,N,18,2,2,0,3.213822273968245
2,2,N,5,1,2,0,7.342857266657176
1,1,N,9,3,1,0,4.138390219229299
2,1,N,19,6,2,1,22.301349050090444
2,1,N,19,1,5,0,2.8201385478065117
1,3,N,22,3,3,0,1.3904135241460651
2,1,N,11,1,5,0,0.8306842175645982
1,1,N,22,5,4,1,1.3972134145176591
2,1,N,14,3,5,0,19.78781913952244
1,1,N,10,2,2,0,9.373861215431416
1,1,N,18,4,2,0,4.619698100252228
1,1,N,0,2,4,0,1.983692613614909
2,5,N,17,1,4,0,1.6586250701764818
2,1,N,8,5,3,1,1.952358306705599
1,1,N,11,3,2,0,1.0483366902632638
1,1,N,21,5,4,1,1.6741526331607006
2,2,N,19,5,2,1,2.00564451001814
2,1,N,11,2,2,0,3.797659093819188
2,1,N,22,3,3,0,2.3763032784390536
2,1,N,5,2,2,0,4.854179059147498
2,1,N,12,2,3,0,1.517567461977979
1,1,N,15,2,3,0,1.824283836988534
2,1,N,12,6,1,1,1.496606531855356
1,1,N,16,5,1,1,3.150530210693604
1,1,N,15,4,2,0,3.740781987310674
2,2,N,18,4,1,0,1.2089052944392773
2,1,N,14,5,3,1,5.90241075517561
2,1,N,9,1,2,0,0.9761956343969276
2,1,N,14,1,2,0,0.8655774302581973
2,5,N,12,6,5,1,2.706915384848634
2,2,N,21,3,4,0,4.620444599467618
1,1,N,14,1,3,0,0.0
2,2,N,10,3,1,0,0.6693130374677458
1,3,N,17,5,3,1,2.958462095674768
1,1,N,0,6,5,1,2.428722561750203
2,1,N,21,0,5,0,2.7006756415936484
2,5,N,13,4,2,0,0.7976928616275203
1,1,N,9,3,1,0,1.358658170366429
2,5,N,19,1,3,0,4.023148403489331
2,6,N,13,4,2,0,1.389408643202284
1,1,N,0,5,2,1,0.4292970883642452
2,1,N,12,5,3,1,1.9602489507502543
2,2,N,13,0,4,0,0.0
1,1,N,10,0,1,0,5.96482390179765
2,1,N,7,0,5,0,1.8863036975568523
2,2,N,21,4,3,0,2.5298463266392126
1,2,N,21,0,4,0,1.85363306438187
1,3,N,13,4,4,0,5.504139458998624
2,1,N,21,2,4,0,5.371190864573639
2,5,N,15,2,5,0,0.7598421980797492
1,1,N,8,0,5,0,2.918470732689705
2,1,N,17,5,5,1,3.488132473468531
2,1,N,1,6,3,1,1.0961962396171994
2,1,N,4,4,3,0,4.621431224706332
1,3,N,13,1,2,0,2.0617182576156017
2,1,N,0,1,2,0,4.528216082614661
2,1,N,15,2,4,0,1.0255736743775048
1,2,N,12,1,1,0,3.9213564659361984
1,1,N,18,5,4,1,4.3225112917560535
2,1,N,3,4,1,0,1.9785195659339208
2,6,N,19,1,5,0,20.92960707197585
2,6,N,20,6,1,1,1.6863216011791764
2,1,N,9,6,3,1,1.1630557367270846
1,1,N,22,1,2,0,0.7494892507097317
1,1,N,11,5,3,1,0.940821435891856
1,1,N,1,1,2,0,5.460947216681014
2,1,N,15,2,3,0,0.901918930305082
2,1,N,0,4,3,0,3.3343122761171418
2,1,N,9,2,4,0,0.758239609600544
2,1,N,11,1,2,0,1.459665106016294
1,1,N,9,2,3,0,0.8735070832540911
2,1,N,22,3,3,0,0.4285849487329624
2,3,N,18,1,3,0,7.282127262670191
2,6,N,16,2,2,0,1.704615486522299
2,1,N,21,5,3,1,3.393410246605262
2,2,N,17,5,1,1,5.264381608929591
2,1,N,23,4,4,0,3.75440173350441
1,2,N,23,5,3,1,4.429231222717887
2,1,N,15,3,4,0,5.498114098550911
1,1,Y,23,2,1,0,4.781553980645093
1,1,N,22,4,4,0,4.737454134467722
2,1,N,8,4,4,0,1.1475863930637142
1,1,N,22,3,4,0,5.321625640253222
1,1,N,10,3,4,0,1.1368286921456647
2,1,N,8,2,3,0,0.0
2,1,N,19,4,4,0,2.178459371002689
2,1,N,19,2,1,0,1.4213303644896964
1,1,N,0,5,2,1,2.4752519425668336
2,5,N,18,3,4,0,2.965342427295094
2,1,N,22,3,1,0,0.4684966398876701
1,1,N,13,5,1,1,1.1798373391729493
1,1,N,11,1,5,0,2.71915130627715
2,1,N,21,4,5,0,2.1994184019191305
1,1,N,3,6,1,1,1.5926694197395497
1,1,N,18,3,4,0,0.9872906945434614
2,1,N,2,6,5,1,4.014018189098701
2,3,N,21,3,4,0,2.995229606909968
2,1,N,14,1,1,0,1.047802994053419
2,2,N,22,0,2,0,7.892186961590448
1,1,N,19,4,1,0,1.4403582617136454
2,5,N,21,6,2,1,0.9795193681045784
2,4,N,17,5,4,1,0.9086895953473292
2,1,N,13,6,2,1,1.9392452006352772
1,1,N,7,4,1,0,1.7797864649960684
2,6,N,13,4,3,0,1.9949680344331813
1,3,N,12,6,3,1,2.575808302110671
2,4,N,21,4,4,0,0.9614257891485564
2,6,N,16,0,1,0,4.285816008239556
2,1,N,10,0,5,0,1.6199028729639928
2,1,N,15,4,2,0,0.7108258953527387
2,1,N,15,3,1,0,0.63220724938537
1,1,N,14,5,1,1,1.332416435228663
1,1,N,9,3,3,0,0.8773658436350888
2,1,N,20,3,5,0,4.020546601242593
2,1,N,8,5,1,1,2.2702534202390874
2,1,N,13,6,5,1,1.1498822878455617
1,1,N,23,3,2,0,2.8961179164109607
2,6,N,22,2,4,0,0.7361563720647912
2,5,N,23,2,2,0,17.311244002572145
2,1,N,22,1,5,0,3.5030446075667383
2,1,N,7,3,2,0,6.266945374282772
2,1,N,16,5,4,1,2.458486418346288
2,1,N,14,1,2,0,2.4731454284322494
2,1,N,19,5,3,1,2.0627314682961893
2,1,N,6,3,1,0,1.566950204396773
2,1,N,15,1,2,0,0.6245212821864673
1,5,N,11,5,5,1,0.6885312676851794
2,1,N,21,2,5,0,5.10504179308459
2,1,N,6,1,1,0,3.3220046872629174
1,2,N,20,6,3,1,1.340818602660717
1,1,N,20,1,3,0,0.9717466875176743
1,1,N,15,4,3,0,1.7271029178908384
1,1,N,20,1,3,0,2.058482634786878
2,1,N,8,6,2,1,0.8182906456180598
2,1,N,17,4,2,0,2.284902581101562
2,1,N,7,4,5,0,4.740561292905898
2,2,N,9,2,4,0,0.487353035398629
2,3,N,7,0,2,0,1.0480932110066874
1,2,N,22,2,1,0,3.801452035065594
1,1,N,18,3,1,0,7.259139791555446
1,2,N,10,6,4,1,2.128798675119178
2,1,N,18,3,2,0,21.10938778221412
2,1,N,20,3,4,0,1.7016282790985569
2,1,N,8,1,1,0,1.3641694327037446
1,1,N,15,4,2,0,0.905993035772642
2,1,N,23,0,2,0,5.873568669997057
2,5,N,18,3,2,0,0.6464083847654679
2,1,N,16,6,1,1,3.0733051019426534
2,2,N,16,5,4,1,0.6959764435651464
2,1,N,7,2,4,0,0.9822358361359051
2,1,N,23,1,4,0,0.3610825718895291
2,1,N,8,2,3,0,3.91139545194484
1,1,N,20,1,2,0,4.996633181139827
1,1,N,20,5,4,1,1.1264975106716664
1,2,N,15,5,3,1,0.5678426578535711
1,2,N,20,4,3,0,1.7958822621846304
2,1,N,19,3,2,0,1.2991739714642283
2,2,N,16,5,3,1,1.387283968862616
1,1,N,12,1,3,0,4.856432889162862
1,1,N,8,2,4,0,2.312583175033992
2,1,N,6,5,4,1,10.025553648632586
1,1,N,11,2,2,0,2.226916258425232
2,1,N,14,4,3,0,4.756658535511837
2,1,N,15,3,2,0,1.017397038009768
2,1,N,15,0,3,0,1.204390328098432
2,1,N,2,5,3,1,5.585693753691028
1,1,N,22,6,2,1,15.172389091427425
1,1,N,11,1,2,0,5.694917913255128
1,1,N,19,3,4,0,1.5987899910067944
1,1,N,18,4,4,0,0.7587509825317013
1,3,N,22,2,4,0,1.708200982933091
1,1,N,9,2,3,0,0.7454381384780885
2,6,N,15,3,1,0,0.5285855663252923
1,1,N,12,3,3,0,1.1353994906543026
2,5,N,8,6,2,1,13.212276265023371
1,1,N,17,2,1,0,11.832132119580768
2,1,N,12,6,3,1,2.81574276139251
1,1,N,9,2,4,0,1.9925281770175929
1,2,N,12,6,5,1,0.709527995580974
1,1,Y,23,4,4,0,0.2334300306446027
2,2,N,9,5,3,1,3.725682045397103
2,1,N,11,4,1,0,1.1289944856590617
2,1,N,10,3,2,0,1.0600712794959477
1,1,N,11,1,3,0,0.6460060765778852
1,1,N,16,2,5,0,4.902941018693686
2,5,N,18,3,5,0,3.9561086045743776
1,1,N,14,5,1,1,0.2248804999042844
1,1,N,19,3,3,0,0.8869989158332032
1,1,N,11,2,4,0,2.14440022873081
1,2,N,0,5,4,1,15.211306942101215
2,5,N,21,6,2,1,20.247552670718783
1,1,N,23,0,2,0,0.1236989725211212
1,1,N,18,5,5,1,3.251200339898284
1,1,N,3,6,1,1,20.084276413843277
1,1,N,0,6,5,1,2.512363968019472
2,1,N,14,4,1,0,0.7184509468922013
2,5,N,11,4,5,0,1.0344193728810007
1,1,N,6,0,1,0,7.433866630279045
2,5,N,11,6,3,1,1.974155766058036
2,1,N,16,6,2,1,2.381523770244032
2,3,N,12,1,5,0,0.6577136161446769
1,1,N,23,5,1,1,1.015247063587436
1,1,N,14,4,4,0,1.0559227122289654
2,1,N,6,0,5,0,6.062460757710715
1,1,N,10,6,4,1,5.521846326195921
1,1,N,3,5,4,1,7.161925971670515
2,1,N,22,5,1,1,0.7342525417130293
2,1,N,21,1,4,0,1.777228325623396
1,2,N,12,6,5,1,2.011191711213258
2,5,N,15,0,2,0,0.3062594049150762
2,1,N,10,1,2,0,1.6321986609812178
1,1,N,15,6,3,1,1.158253102994649
2,1,N,19,1,4,0,4.316514818561568
1,1,N,17,1,3,0,3.181925912452682
1,1,N,14,1,5,0,1.9282438321267532
1,2,N,15,2,2,0,0.4299002239146175
1,1,N,11,6,5,1,6.10709107824817
2,2,N,15,6,1,1,0.7713957673111785
2,6,N,13,6,3,1,2.162367263432093
2,1,N,8,1,4,0,0.9151244587320648
1,1,N,2,4,3,0,13.633877361088054
2,1,N,16,1,3,0,4.290146251526335
1,1,N,19,6,1,1,14.125998282473194
1,1,N,7,4,2,0,4.4314234610789205
1,1,N,11,2,3,0,9.654861594602922
2,1,N,14,1,4,0,2.582910969046602
1,1,N,13,3,3,0,1.1578203183194202
1,1,N,15,2,4,0,6.840290771004733
1,1,N,21,2,1,0,9.016648670485154
2,1,N,20,5,1,1,0.5702562520628116
2,1,N,0,5,5,1,1.7814543251804609
2,1,N,11,4,4,0,2.277111178704583
2,1,N,19,1,1,0,3.8679390967201934
2,2,N,21,2,4,0,3.5355088242722794
2,1,N,20,6,2,1,0.7498700683666811
2,1,N,22,5,2,1,0.874341380934734
1,2,N,20,3,3,0,0.9762784498222844
2,1,N,8,3,2,0,1.474498329387156
2,5,N,12,4,2,0,1.619955714306487
2,5,N,20,2,2,0,2.365467327091564
1,1,N,17,5,5,1,0.5290892764161435
2,1,N,16,4,3,0,0.0036167855981939
2,1,N,12,4,4,0,1.1277532289495358
2,1,N,18,0,2,0,2.369631955483912
1,4,N,12,4,4,0,21.90890722752459
1,1,N,22,5,5,1,3.663025450579183
1,1,N,9,4,5,0,2.7869135934018003
2,1,N,10,1,2,0,0.9876239528378108
2,5,N,0,5,4,1,3.1096424411507586
2,1,N,16,5,1,1,1.3225093050483805
1,1,N,17,2,1,0,0.802809294968611
2,1,N,20,0,2,0,1.1456260893171388
2,3,N,17,3,4,0,4.1075428228000765
1,1,N,1,5,1,1,0.6516243427657492
2,1,N,23,3,1,0,4.7844407941643
1,1,N,9,4,3,0,1.5782246364420858
1,2,N,16,5,4,1,20.56758416013732
1,1,N,1,4,2,0,6.449576396212903
1,1,N,20,2,5,0,0.5271607156313162
1,1,N,19,2,1,0,1.3856289515386833
2,1,N,12,6,1,1,0.609842672782253
1,1,N,21,0,3,0,5.542946115722735
2,5,N,12,4,3,0,0.9268866207860612
1,1,N,19,4,1,0,0.8238938246991377
2,2,N,19,0,1,0,1.3940341776674114
2,1,N,14,5,5,1,2.604144038665692
2,2,N,8,0,5,0,5.672322296403058
1,1,N,9,0,1,0,0.5427151514513361
2,1,N,16,0,5,0,3.018699134685997
2,1,N,4,2,2,0,7.34355201411879
1,2,N,17,0,5,0,2.5969284293671118
2,1,N,9,0,2,0,1.2910183995670794
1,1,N,21,4,4,0,2.6082711658490325
1,1,N,12,2,3,0,1.228518551053824
2,2,N,0,2,4,0,6.452117199508322
1,1,N,13,4,2,0,0.8687787709522423
2,1,N,12,5,4,1,2.332972488354336
2,2,N,8,3,1,0,1.2981777235502112
2,5,N,3,6,2,1,1.9396097133838828
1,3,N,0,5,4,1,1.938315194574488
1,1,N,9,5,2,1,2.739567952291698
1,1,N,3,3,1,0,6.753117750738285
1,1,N,20,2,1,0,1.1362054302573374
1,1,N,13,4,4,0,3.1084683350374607
1,1,N,22,5,2,1,0.7266052338074415
2,3,N,15,2,4,0,1.922039286356069
1,1,N,14,0,4,0,1.362109485617928
2,2,N,0,3,4,0,1.523475450875086
1,1,N,6,0,1,0,5.782969225232451
2,5,N,19,6,1,1,6.181333177659379
2,1,N,23,4,1,0,6.213813897544492
2,1,N,17,3,4,0,5.020591462348019
2,1,N,17,6,5,1,22.8497578917901
2,2,N,9,4,4,0,0.8114159462619661
2,6,N,21,2,3,0,3.658232246067971
1,1,N,13,0,3,0,0.4404114299973539
2,1,N,20,3,4,0,2.868864182050524
1,1,N,8,1,5,0,1.6055149767229298
1,1,N,22,4,2,0,1.7191229201294256
2,1,N,19,5,3,1,4.419327465158349
1,1,N,14,3,2,0,1.586168033708243
